-70	0	
-69.9614	0.0788747	
-69.8986	0.191034	
-69.8231	0.307747	
-69.7405	0.417906	
-69.6537	0.517826	
-69.5645	0.606574	
-69.4742	0.68427	
-69.384	0.751463	
-69.2945	0.808883	
-69.2065	0.857322	
-69.0942	0.896818	
-68.9717	0.936443	
-68.8483	0.978993	
-68.7277	1.0228	
-68.6113	1.06555	
-68.4997	1.10542	
-68.393	1.14123	
-68.2914	1.17229	
-68.1949	1.19828	
-68.1035	1.21914	
-68.013	1.23406	
-67.9205	1.2428	
-67.8258	1.24595	
-67.7296	1.24447	
-67.6335	1.23933	
-67.5386	1.23135	
-67.446	1.22117	
-67.3564	1.20927	
-67.2703	1.19601	
-67.1879	1.18166	
-67.0858	1.17327	
-66.9658	1.16973	
-66.834	1.16995	
-66.6956	1.17253	
-66.5544	1.17613	
-66.4132	1.17975	
-66.2737	1.18267	
-66.1373	1.18449	
-66.0051	1.18497	
-65.8777	1.18401	
-65.6734	1.18563	
-65.4173	1.21042	
-65.1386	1.26644	
-64.8551	1.34897	
-64.5772	1.4488	
-64.3107	1.55698	
-64.0594	1.66642	
-63.8254	1.77201	
-63.6098	1.87036	
-63.4129	1.95938	
-63.1199	2.0129	
-62.822	2.09394	
-62.5547	2.19574	
-62.3244	2.29759	
-62.1293	2.3876	
-61.9654	2.46135	
-61.8289	2.51822	
-61.7162	2.55922	
-61.6244	2.58596	
-61.5509	2.60017	
-61.417	2.64497	
-61.2711	2.70388	
-61.1351	2.76103	
-61.0145	2.80771	
-60.9098	2.84109	
-60.82	2.86121	
-60.7439	2.8692	
-60.6805	2.86651	
-60.6286	2.85457	
-60.5872	2.83472	
-60.5483	2.80473	
-60.513	2.76769	
-60.4827	2.72603	
-60.4578	2.68109	
-60.4382	2.63366	
-60.4237	2.58428	
-60.4137	2.53336	
-60.408	2.48126	
-60.4062	2.4283	
-60.408	2.37478	
-59.9199	2.49021	
-59.534	2.63029	
-59.2119	2.75777	
-58.9389	2.86055	
-58.7079	2.93693	
-58.5142	2.98931	
-58.3541	3.02135	
-58.2245	3.03667	
-58.1224	3.03845	
-58.045	3.02933	
-57.5706	2.98627	
-57.3048	2.99578	
-57.1277	3.00666	
-57.0082	3.0119	
-56.9333	3.00958	
-56.8947	2.99942	
-56.8863	2.98194	
-56.9033	2.95804	
-56.9415	2.92873	
-56.9974	2.89502	
-57.0032	2.83695	
-57.0132	2.79465	
-57.043	2.76708	
-57.0928	2.74587	
-57.1595	2.72544	
-57.2398	2.70309	
-57.3308	2.6778	
-57.4301	2.64945	
-57.5358	2.61831	
-57.6464	2.58482	
-57.3396	2.57488	
-57.1584	2.61463	
-57.0367	2.66415	
-56.9532	2.71087	
-56.8982	2.74946	
-56.8665	2.77807	
-56.8543	2.79663	
-56.8589	2.80585	
-56.878	2.80677	
-56.9097	2.8005	
-56.451	2.84528	
-56.2234	2.93118	
-56.0943	3.01166	
-56.0246	3.07699	
-55.9972	3.12442	
-56.0018	3.15427	
-56.0312	3.16827	
-56.0802	3.16863	
