-70	-70	-70	-70	-70	0	0	0	0	
-69.9846	-69.9846	-69.9846	-69.9846	-69.9846	0	0	0	0	
-69.9492	-69.9492	-69.9492	-69.9492	-69.9492	0	0	0	0	
-69.8968	-69.8968	-69.8968	-69.8968	-69.8968	0	0	0	0	
-69.8323	-69.8323	-69.8323	-69.8323	-69.8323	0	0	0	0	
-69.7599	-69.7599	-69.7599	-69.7599	-69.7599	0	0	0	0	
-69.6833	-69.6833	-69.6833	-69.6833	-69.6833	0	0	0	0	
-69.6049	-69.6049	-69.6049	-69.6049	-69.6049	0	0	0	0	
-69.5266	-69.5266	-69.5266	-69.5266	-69.5266	0	0	0	0	
-69.4498	-69.4498	-69.4498	-69.4498	-69.4498	0	0	0	0	
-69.3754	-69.3754	-69.3754	-69.3754	-69.3754	0	0	0	0	
-69.2987	-69.2987	-69.2987	-69.2987	-69.2987	0	0	0	0	
-69.2154	-69.2154	-69.2154	-69.2154	-69.2154	0	0	0	0	
-69.1254	-69.1254	-69.1254	-69.1254	-69.1254	0	0	0	0	
-69.0304	-69.0304	-69.0304	-69.0304	-69.0304	0	0	0	0	
-68.9326	-68.9326	-68.9326	-68.9326	-68.9326	0	0	0	0	
-68.8342	-68.8342	-68.8342	-68.8342	-68.8342	0	0	0	0	
-68.7366	-68.7366	-68.7366	-68.7366	-68.7366	0	0	0	0	
-68.6411	-68.6411	-68.6411	-68.6411	-68.6411	0	0	0	0	
-68.5485	-68.5485	-68.5485	-68.5485	-68.5485	0	0	0	0	
-68.4596	-68.4596	-68.4596	-68.4596	-68.4596	0	0	0	0	
-68.3882	-68.3882	-68.3882	-68.3882	-68.3882	0	0	0	0	
-68.3114	-68.3114	-68.3114	-68.3114	-68.3114	0	0	0	0	
-68.2303	-68.2303	-68.2303	-68.2303	-68.2303	0	0	0	0	
-68.1465	-68.1465	-68.1465	-68.1465	-68.1465	0	0	0	0	
-68.0616	-68.0616	-68.0616	-68.0616	-68.0616	0	0	0	0	
-67.977	-67.977	-67.977	-67.977	-67.977	0	0	0	0	
-67.8937	-67.8937	-67.8937	-67.8937	-67.8937	0	0	0	0	
-67.8127	-67.8127	-67.8127	-67.8127	-67.8127	0	0	0	0	
-67.7346	-67.7346	-67.7346	-67.7346	-67.7346	0	0	0	0	
-67.6597	-67.6597	-67.6597	-67.6597	-67.6597	0	0	0	0	
-67.5875	-67.5875	-67.5875	-67.5875	-67.5875	0	0	0	0	
-67.5168	-67.5168	-67.5168	-67.5168	-67.5168	0	0	0	0	
-67.4467	-67.4467	-67.4467	-67.4467	-67.4467	0	0	0	0	
-67.3767	-67.3767	-67.3767	-67.3767	-67.3767	0	0	0	0	
-67.3067	-67.3067	-67.3067	-67.3067	-67.3067	0	0	0	0	
-67.2371	-67.2371	-67.2371	-67.2371	-67.2371	0	0	0	0	
-67.1684	-67.1684	-67.1684	-67.1684	-67.1684	0	0	0	0	
